KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
,,,,　人口総数,　人口総数　男,　人口総数　女,　０～１４歳人口総数,　０～１４歳人口　男,　０～１４歳人口　女,　１５歳以上人口総数,　１５歳以上人口　男,　１５歳以上人口　女,　１５～６４歳人口総数,　１５～６４歳人口　男,　１５～６４歳人口　女,　２０歳以上人口総数,　２０歳以上人口　男,　２０歳以上人口　女,　６５歳以上人口総数,　６５歳以上人口　男,　６５歳以上人口　女,　７５歳以上人口総数,　７５歳以上人口　男,　７５歳以上人口　女,　外国人人口総数,　外国人人口　男,　外国人人口　女,　世帯総数,　一般世帯数,　１人世帯の一般世帯数,　２人世帯の一般世帯数,　３人世帯の一般世帯数,　４人世帯の一般世帯数,　５人世帯の一般世帯数,　６人世帯の一般世帯数,　７人以上世帯の一般世帯数,　親族のみの一般世帯数,　核家族の一般世帯数,　核家族以外の一般世帯数,　６歳未満世帯員のいる一般世帯数,　６５歳以上世帯員のいる一般世帯数,　世帯主の年齢が２０～２９歳の１人世帯の一般世帯数,　高齢単身の一般世帯数,　高齢夫婦のみの一般世帯数
513204612,1,,513204614,64,28,36,6,3,3,59,25,34,25,13,12,57,24,33,34,12,22,23,7,16,0,0,0,31,31,12,13,4,1,1,1,0,20,15,5,0,26,0,11,7
513204614,2,513204612,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513204721,0,,,31,15,16,5,3,2,26,12,14,16,7,9,26,12,14,10,5,5,8,3,5,0,0,0,11,11,3,3,1,2,1,1,0,8,5,3,1,9,0,3,0
513204723,0,,,94,43,51,7,4,3,87,39,48,40,17,23,87,39,48,47,22,25,27,11,16,0,0,0,47,47,18,19,7,0,1,2,0,28,24,4,3,34,0,13,10
513204733,2,513204822,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513204821,0,,,9,5,4,0,0,0,9,5,4,6,4,2,9,5,4,3,1,2,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,3,2,1,0,2,0,1,1
513204822,1,,513204733,54,21,33,0,0,0,56,22,34,12,6,6,56,22,34,44,16,28,36,14,22,0,0,0,31,31,13,15,3,1,0,0,0,19,17,2,0,30,0,13,12
513204831,2,513204834,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513204832,2,513204834,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513204834,1,,513204831;513204832,39,14,25,5,2,3,42,15,27,20,9,11,41,14,27,22,6,16,14,4,10,0,0,0,19,19,10,8,4,1,1,0,0,14,12,2,1,15,0,7,4
513204841,0,,,38,21,17,0,0,0,38,21,17,20,13,7,38,21,17,18,8,10,10,4,6,0,0,0,17,17,4,9,0,4,0,0,0,13,13,0,0,13,0,3,4
513204843,0,,,40,20,20,1,0,1,39,20,19,14,10,4,39,20,19,25,10,15,15,5,10,4,4,0,23,23,10,9,4,0,0,0,0,13,11,2,1,16,4,5,5
513204932,1,,513204934;513204943,8,4,4,0,0,0,24,12,12,13,6,7,23,12,11,11,6,5,3,1,2,0,0,0,4,4,3,5,2,0,1,0,0,8,7,1,0,8,0,2,3
513204934,2,513204932,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513204943,2,513204932,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213063,2,513213161,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213072,2,513213074,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213074,1,,513213072,126,65,61,4,1,3,127,67,60,54,32,22,125,65,60,73,35,38,35,15,20,0,0,0,60,60,22,27,8,5,0,1,1,41,29,12,0,49,0,16,16
513213083,0,,,31,17,14,2,1,1,29,16,13,6,5,1,28,15,13,23,11,12,12,5,7,0,0,0,17,17,8,6,2,0,1,0,0,9,8,1,0,17,0,8,4
513213084,0,,,25,14,11,1,1,0,24,13,11,11,6,5,24,13,11,13,7,6,7,4,3,0,0,0,15,15,9,3,2,1,0,0,0,6,5,1,1,12,0,9,0
513213094,2,513213191,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213161,1,,513213063,52,24,28,0,0,0,54,25,29,17,13,4,54,25,29,37,12,25,25,7,18,0,0,0,34,34,20,12,2,1,0,0,0,15,12,3,0,30,0,16,5
513213162,0,,,8,4,4,0,0,0,8,4,4,1,1,0,8,4,4,7,3,4,4,1,3,0,0,0,7,7,6,1,0,0,0,0,0,1,1,0,0,6,0,5,0
513213181,2,513213182,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213182,1,,513213181,178,83,95,11,7,4,169,77,92,68,37,31,169,77,92,101,40,61,48,16,32,2,0,2,86,86,28,40,9,7,2,0,1,59,49,10,3,71,0,22,24
513213191,1,,513213094,234,103,131,11,5,6,231,102,129,99,49,50,225,99,126,132,53,79,59,25,34,0,0,0,108,108,36,43,18,8,3,2,1,73,56,17,1,89,0,32,29
513213193,0,,,48,22,26,3,1,2,45,21,24,17,6,11,45,21,24,28,15,13,10,3,7,0,0,0,23,23,6,11,4,2,0,0,0,16,14,2,1,19,0,4,6
513213362,2,513213364,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213364,1,,513213362,21,9,12,0,0,0,24,10,14,11,6,5,24,10,14,13,4,9,12,4,8,0,0,0,13,13,6,6,2,0,0,0,0,8,7,1,0,10,0,5,3
513213373,2,513213374,,32,16,16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213374,1,,513213373,7,1,6,0,0,0,39,17,22,30,15,15,39,17,22,9,2,7,4,0,4,0,0,0,5,5,4,1,1,0,0,0,0,2,2,0,0,6,0,4,0
513213472,0,,,46,23,23,0,0,0,46,23,23,21,10,11,46,23,23,25,13,12,8,3,5,0,0,0,21,21,5,9,5,2,0,0,0,16,16,0,0,16,1,1,6
513213474,0,,,45,21,24,3,1,2,42,20,22,26,12,14,38,18,20,16,8,8,5,2,3,0,0,0,23,23,9,9,3,1,1,0,0,14,14,0,1,11,0,6,4
513213481,2,513213483,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213483,1,,513213481,45,19,26,1,0,1,45,19,26,22,8,14,44,19,25,23,11,12,14,5,9,0,0,0,21,21,7,9,5,0,0,1,0,15,14,1,1,17,0,5,6
513213494,2,513213592,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213582,1,,513213674,46,21,25,3,2,1,51,23,28,21,9,12,50,23,27,30,14,16,19,7,12,0,0,0,24,24,9,13,2,2,1,0,0,18,14,4,2,22,0,8,9
513213592,1,,513213494;513213593,107,47,60,4,2,2,116,51,65,55,26,29,113,51,62,61,25,36,41,16,25,0,0,0,50,50,23,17,10,2,5,0,0,34,28,6,0,45,0,20,13
513213593,2,513213592,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213594,1,,513213692,133,58,75,13,5,8,128,58,70,70,31,39,121,54,67,58,27,31,27,9,18,1,0,1,57,57,19,19,11,10,1,1,0,42,36,6,4,45,0,16,12
513213674,2,513213582,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213692,2,513213594,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213752,2,513213852,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213793,2,513213794,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213794,1,,513213793,107,50,57,9,7,2,103,45,58,46,22,24,100,45,55,57,23,34,29,11,18,0,0,0,49,49,12,27,9,2,1,1,0,40,37,3,2,38,0,8,16
513213842,2,513213851,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213851,1,,513213842,7,4,3,1,1,0,14,8,6,7,4,3,14,8,6,7,4,3,2,1,1,0,0,0,3,3,2,3,1,1,0,0,0,5,3,2,1,4,0,0,1
513213852,1,,513213752;513213853;513213854,38,20,18,0,0,0,51,24,27,23,13,10,47,21,26,28,11,17,12,3,9,0,0,0,17,17,6,12,3,3,0,0,0,18,16,2,0,20,0,6,5
513213853,2,513213852,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213854,2,513213852,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213882,0,,,20,12,8,2,2,0,18,10,8,10,6,4,17,9,8,8,4,4,5,3,2,0,0,0,7,7,1,4,0,0,1,1,0,6,5,1,1,5,0,1,3
513213891,0,,,14,6,8,3,1,2,11,5,6,5,3,2,11,5,6,6,2,4,2,0,2,0,0,0,7,7,4,2,0,0,0,1,0,3,2,1,0,5,0,3,1
513213892,0,,,211,95,116,8,4,4,201,89,112,82,43,39,196,88,108,119,46,73,80,30,50,0,0,0,100,100,33,37,18,10,2,0,0,67,57,10,2,82,0,26,26
513213893,0,,,36,13,23,2,0,2,34,13,21,18,6,12,32,13,19,16,7,9,10,4,6,1,0,1,17,17,5,6,5,1,0,0,0,12,10,2,1,12,1,2,3
513213894,0,,,204,99,105,5,4,1,199,95,104,71,35,36,198,95,103,128,60,68,64,33,31,4,2,2,102,102,28,55,13,4,1,1,0,74,67,7,1,84,3,21,36
513213954,0,,,110,57,53,6,5,1,104,52,52,44,23,21,102,51,51,60,29,31,31,17,14,0,0,0,49,49,11,25,8,2,1,2,0,38,32,6,2,40,0,10,17
513213962,2,513213963,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213963,1,,513213962,38,18,20,5,3,2,38,18,20,25,11,14,37,18,19,13,7,6,8,3,5,0,0,0,16,16,6,6,4,2,1,0,0,13,12,1,2,11,0,6,2
513213964,0,,,59,26,33,9,5,4,50,21,29,25,12,13,47,19,28,25,9,16,11,3,8,0,0,0,30,30,16,6,3,3,2,0,0,13,12,1,2,22,0,15,3
513213973,0,,,44,20,24,5,2,3,39,18,21,16,8,8,38,17,21,23,10,13,12,5,7,0,0,0,23,23,10,8,2,3,0,0,0,13,13,0,0,16,0,8,7
513213982,2,513213984,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513213983,0,,,99,43,56,15,10,5,84,33,51,53,20,33,79,31,48,31,13,18,13,6,7,0,0,0,44,44,13,17,8,3,2,1,0,31,28,3,5,24,0,8,8
513213984,1,,513213982,79,45,34,7,4,3,80,46,34,37,25,12,77,44,33,43,21,22,21,12,9,0,0,0,35,35,17,15,3,1,3,2,0,24,20,4,1,30,0,11,10
513213991,0,,,46,16,30,6,2,4,40,14,26,34,10,24,39,14,25,6,4,2,1,0,1,12,1,11,22,22,12,1,6,1,2,0,0,10,9,1,2,4,3,0,1
513213992,0,,,26,12,14,3,1,2,23,11,12,11,6,5,23,11,12,12,5,7,7,4,3,0,0,0,13,13,4,7,1,0,1,0,0,9,9,0,1,8,0,3,4
513213994,0,,,67,31,36,7,2,5,60,29,31,44,21,23,60,29,31,16,8,8,2,1,1,0,0,0,27,27,7,7,8,3,2,0,0,20,19,1,2,11,0,3,4
513214032,0,,,30,15,15,0,0,0,30,15,15,12,7,5,30,15,15,18,8,10,9,3,6,0,0,0,14,14,3,8,1,2,0,0,0,11,9,2,0,13,0,2,6
513214034,0,,,230,84,146,4,2,2,226,82,144,66,38,28,216,77,139,160,44,116,122,23,99,2,1,1,66,64,26,21,10,3,3,1,0,38,32,6,0,43,5,12,11
513214043,0,,,11,5,6,1,0,1,10,5,5,5,2,3,9,4,5,5,3,2,1,0,1,0,0,0,5,5,2,1,1,1,0,0,0,3,2,1,0,3,0,1,1
513214111,2,513214211,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214112,2,513214211,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214113,2,513214211,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214114,2,513214211,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214132,0,,,14,9,5,1,1,0,13,8,5,10,6,4,13,8,5,3,2,1,1,1,0,2,2,0,7,7,2,3,2,0,0,0,0,5,5,0,1,2,2,0,1
513214133,0,,,145,58,87,0,0,0,145,58,87,33,20,13,145,58,87,112,38,74,75,22,53,2,2,0,38,35,14,16,3,2,0,0,0,21,18,3,0,24,2,10,8
513214134,0,,,162,76,86,16,8,8,146,68,78,69,36,33,144,67,77,77,32,45,39,11,28,0,0,0,91,91,39,37,11,4,0,0,0,52,47,5,3,61,0,30,17
513214201,0,,,88,43,45,1,1,0,87,42,45,49,26,23,83,40,43,38,16,22,22,8,14,8,4,4,36,36,7,17,8,1,1,1,1,29,23,6,0,25,0,6,8
513214202,0,,,65,31,34,4,3,1,61,28,33,38,20,18,53,22,31,23,8,15,12,5,7,0,0,0,27,27,8,10,3,3,2,1,0,18,15,3,1,17,0,6,4
513214203,1,,513214301;513214302,457,229,228,52,28,24,413,208,205,219,119,100,397,200,197,194,89,105,95,40,55,23,17,6,190,190,53,80,26,26,8,5,0,144,121,23,12,130,12,33,45
513214204,0,,,194,96,98,16,9,7,178,87,91,97,53,44,173,83,90,81,34,47,40,15,25,14,9,5,94,94,35,29,21,7,2,0,0,59,49,10,7,58,3,21,13
513214211,1,,513214111;513214112;513214113;513214114,108,51,57,9,5,4,107,51,56,75,37,38,100,46,54,32,14,18,19,7,12,28,11,17,44,44,16,15,9,6,2,0,1,33,26,7,3,24,1,8,5
513214221,0,,,68,29,39,2,1,1,66,28,38,19,9,10,66,28,38,47,19,28,41,15,26,0,0,0,27,25,6,13,4,2,0,0,0,19,17,2,0,20,0,5,9
513214222,0,,,49,23,26,1,1,0,48,22,26,18,11,7,46,20,26,30,11,19,19,7,12,0,0,0,31,31,17,12,1,0,1,0,0,14,14,0,0,23,0,15,7
513214223,0,,,36,17,19,0,0,0,36,17,19,16,9,7,36,17,19,20,8,12,9,3,6,0,0,0,17,17,5,9,1,0,2,0,0,12,9,3,0,12,0,2,5
513214224,0,,,297,131,166,13,3,10,284,128,156,140,70,70,280,125,155,144,58,86,89,35,54,9,0,9,156,156,66,55,26,5,3,0,1,90,79,11,5,101,3,39,28
513214231,0,,,220,101,119,12,4,8,208,97,111,131,66,65,200,93,107,77,31,46,35,11,24,3,3,0,103,102,38,35,15,7,6,1,0,64,57,7,3,55,3,20,14
513214232,0,,,235,114,121,11,6,5,224,108,116,86,45,41,222,106,116,138,63,75,72,27,45,2,1,1,92,85,28,41,9,4,2,0,1,57,49,8,4,55,1,14,20
513214233,0,,,17,8,9,0,0,0,17,8,9,12,6,6,17,8,9,5,2,3,3,1,2,8,4,4,13,13,10,2,1,0,0,0,0,3,2,1,0,4,6,2,1
513214301,2,513214203,,7,7,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214302,2,513214203,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214321,0,,,23,7,16,2,0,2,21,7,14,8,3,5,21,7,14,13,4,9,8,2,6,0,0,0,12,12,7,2,0,3,0,0,0,5,4,1,1,11,0,7,2
513214322,0,,,50,20,30,1,1,0,49,19,30,20,5,15,49,19,30,29,14,15,19,7,12,4,0,4,26,26,9,11,5,1,0,0,0,17,15,2,0,19,4,5,8
513214331,0,,,36,15,21,0,0,0,36,15,21,22,6,16,36,15,21,14,9,5,4,2,2,13,2,11,26,26,19,5,1,1,0,0,0,7,6,1,0,9,7,2,5
513214334,1,,513214343,6,0,6,0,0,0,12,5,7,12,5,7,12,5,7,0,0,0,0,0,0,12,5,7,6,6,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0
513214343,2,513214334,,6,5,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214354,1,,513214363,41,19,22,0,0,0,44,21,23,22,11,11,43,20,23,22,10,12,14,5,9,0,0,0,24,24,10,12,2,1,0,0,0,15,15,0,0,17,0,7,5
513214363,2,513214354,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214452,0,,,25,11,14,0,0,0,25,11,14,10,5,5,25,11,14,15,6,9,7,3,4,0,0,0,15,15,6,8,1,0,0,0,0,9,9,0,0,10,0,3,6
513214501,0,,,168,86,82,14,8,6,154,78,76,88,46,42,143,73,70,66,32,34,35,20,15,0,0,0,65,65,11,27,12,9,5,1,0,53,46,7,4,45,0,11,18
513214503,1,,513214504,207,102,105,15,8,7,193,94,99,113,60,53,178,87,91,80,34,46,40,14,26,1,0,1,88,88,27,34,12,9,3,2,2,61,49,12,5,55,2,18,14
513214504,2,513214503,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214601,0,,,8,4,4,0,0,0,8,4,4,5,3,2,8,4,4,3,1,2,3,1,2,0,0,0,4,4,0,4,0,0,0,0,0,4,3,1,0,2,0,0,1
513214602,0,,,33,19,14,5,3,2,28,16,12,13,10,3,27,15,12,15,6,9,6,2,4,0,0,0,12,12,2,4,3,2,0,1,0,10,7,3,0,10,0,2,2
513214604,0,,,68,36,32,2,2,0,66,34,32,32,18,14,64,34,30,34,16,18,18,8,10,1,1,0,31,31,8,14,6,1,2,0,0,23,19,4,1,24,0,7,8
513214634,2,513214721,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214702,0,,,418,192,226,42,23,19,375,168,207,197,95,102,362,163,199,178,73,105,98,38,60,3,2,1,184,184,67,65,18,12,15,6,1,117,95,22,7,128,0,51,40
513214703,0,,,198,88,110,19,11,8,179,77,102,84,39,45,177,75,102,95,38,57,52,17,35,0,0,0,92,92,31,32,18,6,5,0,0,61,55,6,5,69,0,29,18
513214704,0,,,390,178,212,26,15,11,363,162,201,171,86,85,351,158,193,192,76,116,119,40,79,0,0,0,158,156,46,63,28,10,7,0,2,109,99,10,6,104,1,33,37
513214713,0,,,17,9,8,0,0,0,17,9,8,9,5,4,15,8,7,8,4,4,2,1,1,3,2,1,7,7,0,4,3,0,0,0,0,6,4,2,0,5,0,0,1
513214721,1,,513214634;513214722,40,22,18,1,1,0,49,26,23,14,9,5,49,26,23,35,17,18,15,6,9,0,0,0,25,25,11,13,1,1,0,1,0,16,14,2,0,22,0,8,8
513214722,2,513214721,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214723,1,,513214724,10,5,5,0,0,0,13,6,7,6,4,2,12,5,7,7,2,5,4,1,3,0,0,0,7,7,8,1,1,0,0,0,0,2,2,0,0,7,0,6,1
513214724,2,513214723,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214802,2,513214811,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214811,1,,513214802,118,52,66,15,7,8,107,47,60,63,29,34,106,47,59,44,18,26,17,6,11,0,0,0,49,49,11,18,13,5,2,1,0,39,36,3,3,30,0,8,9
513214812,0,,,34,17,17,2,1,1,31,15,16,19,9,10,29,14,15,12,6,6,4,2,2,0,0,0,16,16,6,5,3,1,1,0,0,10,10,0,0,9,0,4,3
513214813,0,,,27,14,13,0,0,0,27,14,13,13,9,4,27,14,13,14,5,9,10,4,6,0,0,0,15,15,7,5,2,1,0,0,0,8,7,1,0,11,0,6,2
513214814,0,,,182,90,92,6,4,2,176,86,90,94,47,47,170,82,88,82,39,43,48,21,27,1,0,1,80,80,20,33,18,5,3,0,1,60,51,9,0,58,0,16,15
513214821,1,,513214823,28,15,13,0,0,0,34,19,15,18,11,7,32,18,14,16,8,8,4,2,2,0,0,0,13,13,3,9,3,1,0,0,0,13,12,1,0,10,0,2,5
513214823,2,513214821,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214911,0,,,48,24,24,2,1,1,46,23,23,24,15,9,45,22,23,22,8,14,13,5,8,0,0,0,25,25,10,11,2,0,2,0,0,15,12,3,0,16,0,7,4
513214912,1,,513214913,302,147,155,19,12,7,284,135,149,135,64,71,281,132,149,149,71,78,82,33,49,0,0,0,155,155,60,64,17,12,2,1,0,96,87,9,8,104,1,38,37
513214913,2,513214912,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214914,0,,,53,27,26,6,2,4,47,25,22,37,20,17,41,22,19,10,5,5,3,1,2,0,0,0,21,21,5,7,2,7,0,0,0,16,16,0,1,8,0,4,1
513214921,0,,,60,30,30,5,3,2,55,27,28,35,18,17,52,26,26,20,9,11,8,4,4,0,0,0,28,28,9,10,6,2,1,0,0,19,16,3,2,15,0,6,3
513214922,2,513214924,,83,11,72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513214923,0,,,162,82,80,10,7,3,152,75,77,70,37,33,150,73,77,82,38,44,48,22,26,0,0,0,73,73,14,38,13,7,1,0,0,59,57,2,4,51,0,10,27
513214924,1,,513214922;513214952,26,14,12,6,4,2,109,24,85,19,11,8,109,24,85,90,13,77,86,12,74,3,0,3,12,12,7,5,5,1,0,0,0,11,11,0,4,8,2,3,3
513214952,2,513214924,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513215994,2,513225084,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513216431,0,,,15,8,7,0,0,0,15,8,7,2,1,1,15,8,7,13,7,6,8,3,5,0,0,0,10,10,5,5,0,0,0,0,0,5,5,0,0,9,0,5,4
513216943,2,513216944,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513216944,1,,513216943,147,73,74,10,6,4,140,68,72,46,26,20,139,67,72,94,42,52,52,21,31,0,0,0,78,78,35,30,8,6,0,0,1,45,40,5,1,65,0,29,21
513216964,0,,,23,10,13,4,2,2,19,8,11,8,4,4,19,8,11,11,4,7,9,3,6,0,0,0,8,8,2,3,1,0,1,0,1,6,4,2,1,8,0,2,1
513216971,0,,,102,46,56,5,3,2,97,43,54,31,17,14,94,42,52,66,26,40,41,15,26,1,0,1,48,48,16,18,10,3,0,0,1,32,26,6,1,43,0,14,13
513216973,0,,,66,30,36,5,2,3,61,28,33,18,12,6,61,28,33,43,16,27,25,9,16,0,0,0,34,34,14,13,4,2,0,1,0,20,16,4,0,30,0,12,6
513221454,0,,,241,110,131,8,6,2,233,104,129,117,57,60,227,101,126,116,47,69,63,23,40,0,0,0,105,105,23,48,21,9,3,0,1,80,69,11,2,78,0,18,25
513221462,0,,,272,136,136,29,16,13,243,120,123,148,82,66,234,116,118,95,38,57,58,20,38,5,3,2,101,101,19,31,25,18,5,2,1,82,63,19,6,61,0,11,16
513221463,0,,,63,29,34,0,0,0,63,29,34,37,20,17,60,28,32,26,9,17,19,6,13,0,0,0,27,27,7,11,4,3,2,0,0,20,15,5,0,18,0,4,6
513221464,0,,,420,210,210,25,16,9,395,194,201,203,110,93,389,190,199,192,84,108,97,40,57,0,0,0,177,177,40,75,30,23,7,1,1,137,109,28,6,128,1,29,47
513221471,0,,,31,12,19,2,0,2,29,12,17,13,5,8,28,12,16,16,7,9,6,3,3,1,1,0,13,13,4,3,4,1,1,0,0,9,7,2,0,9,0,2,2
513221473,0,,,1021,474,547,109,51,58,907,419,488,473,238,235,875,400,475,434,181,253,227,88,139,7,4,3,413,412,115,144,66,59,22,3,3,295,260,35,28,271,1,89,97
513221552,0,,,65,33,32,5,3,2,60,30,30,30,17,13,59,29,30,30,13,17,19,7,12,0,0,0,29,29,12,5,8,1,3,0,0,17,14,3,1,21,0,9,3
513221554,0,,,13,7,6,0,0,0,13,7,6,8,5,3,10,4,6,5,2,3,3,1,2,0,0,0,5,5,2,1,1,0,0,1,0,3,2,1,0,4,0,2,1
