kye_code,total_area_m2,area_m2_Nat,area_m2_Pref,area_m2_Muni,area_m2_Other
513243383_513243384_513243481,84.9833331516711,0.0,84.9833331516711,0.0,0.0
513243383_513243384_513243482,1213.0757551304996,0.0,1213.0757551304996,0.0,0.0
513243383_513243481,2941.5436048587653,1951.1297931523513,271.18679453176446,719.2270171746495,0.0
513243384,15232.635296746266,7558.017281824657,2451.988934854686,4193.909770229249,1028.7193098376738
513243384_513243393,137.09390857629478,0.0,0.0,137.09390857629478,0.0
513243384_513243482,1376.596650139254,481.2875438151532,615.5781289825682,193.0304498206824,86.7005275208503
513243434_513243441_513243443,6230.9460287573165,6230.9460287573165,0.0,0.0,0.0
513243434_513243443,3310.7982543469407,0.0,2820.0132500657346,490.78500428120606,0.0
513243434_513243443_513243541,304.6105999778956,0.0,0.0,304.6105999778956,0.0
513243441,20507.376539196328,11275.19302808898,2086.239352273755,7002.3778722438765,143.5662865897175
513243441_513243442,10477.802641981936,7014.653590171016,1539.7769410475303,1814.6937752536614,108.67833550972864
513243441_513243442_513243443,373.2502605365589,373.2502605365589,0.0,0.0,0.0
513243441_513243443,727.1374774747528,0.0,514.9863587408327,212.15111873392016,0.0
513243441_513243443_513243444,2163.0096352431356,2163.0096352431356,0.0,0.0,0.0
513243442,54626.7612628367,26279.988772764802,13237.745010635786,13288.045585109125,1820.9818943269856
513243442_513243444,7919.992876574609,6759.873534935159,0.0,1114.843012419995,45.276329219454965
513243442_513243451,4239.398958851118,1766.4939471576363,1312.1081101140007,916.1795375775546,244.61736400192603
513243443,16904.079228056842,2142.3861618929805,8248.430144178055,6351.665756487157,161.5971654986497
513243443_513243444,3176.5220711260336,2236.7052369454177,939.8168341806158,0.0,0.0
513243443_513243541,4339.618149475034,2166.4349493229092,1286.4551878403872,886.728012311738,0.0
513243443_513243541_513243542,3254.380969468504,3254.380969468504,0.0,0.0,0.0
513243444,33730.537004258804,14890.841478923001,6180.082390253912,10882.967578708834,1776.645556373056
513243444_513243453,1527.9272247516783,0.0,240.48291555047035,1220.2161472610896,67.2281619401183
513243444_513243453_513243551,318.13676420086995,318.13676420086995,0.0,0.0,0.0
513243444_513243542,5181.312692641281,3084.014331072569,1054.6403290312737,1042.658032537438,0.0
513243451,30939.12745956312,3885.4291335526705,13406.958246098136,12176.285326298923,1470.4547536133905
513243451_513243452,5226.251120160334,0.0,4024.246640427038,1202.0044797332957,0.0
513243451_513243452_513243453,135.63611243478954,0.0,0.0,135.63611243478954,0.0
513243451_513243453,3439.631873143604,0.0,1930.9434690531343,1182.0211473868694,326.6672567036003
513243452,48846.769729016814,7729.0570886954665,20119.168348699575,20129.740803780733,868.8034878410399
513243452_513243453_513243454,130.46368778124452,0.0,0.0,130.46368778124452,0.0
513243452_513243454,5659.429400675697,3280.6537776768673,1074.8165658647195,1303.9590571341105,0.0
513243452_513243461,2817.827429331024,0.0,921.114665614441,1896.7127637165831,0.0
513243453,31634.479462345997,13668.814900091616,5805.422195990781,10314.02014395794,1846.2222223056597
513243453_513243454,6805.609259224537,4474.280534091155,864.2152737532742,1467.113451380108,0.0
513243453_513243551,7450.877202789794,3658.8682723972015,2643.981595437508,1140.609972884442,7.417362070642412
513243454,50253.44297930345,21144.980610526167,9982.379321292745,15176.554615827394,3949.5284316571515
513243454_513243461_513243463,428.59749837592244,428.59749837592244,0.0,0.0,0.0
513243454_513243463,3840.25591125933,2038.647440960165,0.0,1519.8163064891705,281.79216380999424
513243454_513243552,5028.841353785887,2390.6850650054403,364.3424292895943,1955.2821596176364,318.531699873216
513243461,21198.46268319829,1888.7448911182582,6940.047630547365,12269.315626127143,100.35453540552408
513243461_513243462_513243463,2721.1039328351617,2721.1039328351617,0.0,0.0,0.0
513243461_513243463,5287.924474831467,4686.797086713137,0.0,601.1273881183297,0.0
513243462,19743.64475594303,6384.874656553264,5635.49091588147,7400.459178341836,322.82000516646076
513243462_513243464,5718.290816087458,0.0,4500.779982906766,1217.5108331806914,0.0
513243462_513243471,1529.6531243934878,0.0,432.806779168488,1096.8463452249998,0.0
513243463,39116.68850447185,21231.487592601974,11953.448219537822,4769.539362993819,1162.2133293382358
513243463_513243464,2166.7273842557915,0.0,2166.7273842557915,0.0,0.0
513243463_513243561,6005.295362232304,4176.305894882418,168.9432137986223,1660.0462535512634,0.0
513243464,34517.37916482612,12074.722699611535,8149.857639577938,12179.859818047233,2112.9390075894134
513243464_513243473,2741.4378593213623,1832.7936594634084,240.1379797111731,608.1412151644472,60.36500498233363
513243464_513243562,12078.581392039167,10253.459526787134,1697.3937855251133,127.72807972691953,0.0
513243464_513243562_513243571,4290.181812217634,4290.181812217634,0.0,0.0,0.0
513243471,43394.33343891589,28687.743982709217,7192.187285014064,6973.503419856635,540.8987513359752
513243471_513243472,5093.630967544392,3374.622967253439,781.8866270547733,937.1213732361794,0.0
513243471_513243472_513243474,522.3461075853556,0.0,522.3461075853556,0.0,0.0
513243471_513243473,6545.879044216657,5202.8754490253705,1196.1927725975402,146.8108225937467,0.0
513243471_513243474,467.5612054988742,0.0,467.5612054988742,0.0,0.0
513243472,53465.592451872464,39989.614140918304,7843.8105630353675,5495.118933772017,137.04881414677948
513243472_513243474,2614.764905318647,1575.5136712419626,226.9724205804523,812.278813496232,0.0
513243472_513243481,3593.594343335557,3129.7834403753077,241.87848848255817,221.93241447769105,0.0
513243472_513243481_513243483,1661.930539504625,1661.930539504625,0.0,0.0,0.0
513243472_513243483,215.2380949743092,0.0,0.0,215.2380949743092,0.0
513243473,46482.1178237883,32868.474733020616,6454.422544574205,6611.431988592027,547.7885576014523
513243473_513243474,4592.902516338858,3331.3150966460817,614.836463031359,595.5052157141035,51.24574094731361
513243473_513243571,2699.1908714352176,2515.866559691727,0.0,183.3243117434904,0.0
513243474,51069.78710633209,33986.27346661735,8916.134377452094,7709.349495250426,458.0297670122236
513243474_513243483,3753.572369540576,3117.5998899252154,0.0,635.9724796153605,0.0
513243474_513243571_513243572,252.5431896764785,252.5431896764785,0.0,0.0,0.0
513243474_513243572,5407.405651542358,4479.233636622317,662.7221932224929,265.44982169754803,0.0
513243481,33947.879264845644,7981.56776542314,11337.952791848362,12673.396688573674,1954.9620190004716
513243481_513243482,2542.3861083185766,559.761761456728,1598.7292686744477,383.89507818740094,0.0
513243481_513243483,3210.3598968150327,336.596029760316,648.0083130192943,1995.6022224827902,230.15333155263215
513243482,30490.135113998767,13773.296248227627,7067.672004877284,9027.015655612464,622.1512052813923
513243482_513243484,4326.682855986512,4292.435160667623,0.0,0.0,34.24769531888887
513243482_513243491,208.88273204723373,0.0,0.0,204.378679277841,4.504052769392729
513243483,46738.266572115914,7778.86565261276,12262.03238028282,21773.27353250525,4924.095006715084
513243483_513243484,1006.5275564935291,594.0467960359529,169.02745953865815,192.44480999256484,51.00849092635326
513243483_513243484_513243582,525.2091321127955,0.0,525.2091321127955,0.0,0.0
513243483_513243581,3240.152997420635,568.2210550699383,1176.9460767729906,1336.6971083767712,158.28875720093492
513243483_513243581_513243582,414.2930634403019,0.0,414.2930634403019,0.0,0.0
513243484,34279.29068989413,1704.106504047566,4247.041599539807,26495.514119776144,1832.6284665306157
513243484_513243493,1267.5353050481008,1240.423522893101,0.0,0.0,27.111782154999673
513243484_513243582,1800.2980396314524,0.0,327.85602224525064,1405.1851629733574,67.2568544128444
513243532_513243541,3500.8248272552155,2810.586597107351,211.0357402265072,479.2024899213575,0.0
513243534_513243541_513243543,3366.2835710197687,3366.2835710197687,0.0,0.0,0.0
513243534_513243543,2525.971245585941,0.0,1531.732256689109,994.2389888968319,0.0
513243534_513243632_513243641_513243643,4105.3507697610185,4105.3507697610185,0.0,0.0,0.0
513243541,49580.80269392725,18992.926984605845,9153.965139893873,21248.293422542978,185.61714688455686
513243541_513243542,1436.7481585443284,565.1072079912092,0.0,871.6409505531192,0.0
513243541_513243543,6165.860149058513,3626.0870218351483,1279.3555416427553,1260.4175855806097,0.0
513243542,34588.1132105781,12029.576071736403,8783.368029696285,13729.699093161384,45.47001598402858
513243542_513243544,4156.831755014136,1827.5768876499496,1377.8994555929676,951.3554117712192,0.0
513243542_513243551,6727.146817438304,4885.604741353542,604.1171876331791,1237.4248884515837,0.0
513243543,34214.875044953544,7602.431960396469,7180.104986785911,19350.22976966342,82.10832810774446
513243543_513243544,3529.9035586565733,0.0,1060.6578815784305,2469.2456770781428,0.0
513243543_513243641,4218.109097016568,2550.047172997147,678.2817719730665,941.4722402181942,48.307911828160286
513243544,31219.241361423512,7246.993522681936,6319.214223320276,17244.19792165805,408.83569376324886
513243544_513243553,4379.02296552834,1012.0481222576927,1086.6028015702395,2280.372041700408,0.0
513243544_513243553_513243651,1390.0704664357472,1390.0704664357472,0.0,0.0,0.0
513243544_513243642,5551.889919269481,2014.7244549149182,1807.807722451631,1659.7321165887406,69.62562531419098
513243551,35213.3125296566,10452.438224198297,7258.73553560453,17334.087005792797,168.05176406097598
513243551_513243552,931.826081515057,0.0,0.0,931.826081515057,0.0
513243551_513243553,4635.574910709402,2173.9886134322733,1341.5725193331018,969.5446338846814,150.46914405934513
513243552,29302.169986780373,10287.865279159421,5752.598646752565,10306.17681788429,2955.5292429840974
513243552_513243554,4377.896181238873,2261.0784948324435,1868.4454864854924,248.37219992093742,0.0
513243552_513243561,5738.747496906668,4072.669279463589,621.4833944174461,583.2642961968668,461.33052682876587
513243553,59048.06730563822,15656.51232820563,31354.224014985084,11990.459811123146,46.87115132436156
513243553_513243554,6129.720882909372,3920.050598290749,1880.5678512053564,271.5284150969237,57.57401831634343
513243553_513243651,5777.412343306933,2638.6107919893693,2700.7618098200765,438.03974149748683,0.0
513243554,45131.55557375002,7844.949050469202,25325.078110261624,11818.55483608236,142.97357693682716
513243554_513243563,3995.349661252578,0.0,1448.9658947754651,2402.6052163077984,143.77855016931426
513243554_513243651,526.0156691176817,0.0,526.0156691176817,0.0,0.0
513243554_513243652,5927.925293545573,1016.7660216219228,3415.530755678483,1495.6285162451677,0.0
513243554_513243652_513243661,146.16563117410988,0.0,146.16563117410988,0.0,0.0
513243561,32864.49287735749,12207.056628660554,9647.562644438935,10349.870215375879,660.0033888821199
513243561_513243562,6442.613660641946,3136.478710897267,2527.1249792575836,779.0099704870954,0.0
513243561_513243562_513243564,185.72757626138628,0.0,185.72757626138628,0.0,0.0
513243561_513243563,6023.225944458391,3457.1999129951,2345.2285379497334,220.79749351355713,0.0
513243561_513243563_513243564,419.3611784949899,0.0,419.3611784949899,0.0,0.0
513243562,54801.31648658147,25994.125122887534,23271.047728593338,5536.143635100598,0.0
513243562_513243564,5435.210122533288,1975.6404119431973,2874.3188198796997,585.2508907103911,0.0
513243563,59977.89760499935,26740.01549780547,23706.45793244668,9509.57501841744,21.849156329757534
513243563_513243564,8869.310608143365,8054.531216885196,814.7793912581692,0.0,0.0
513243563_513243661,6579.543635358685,4296.675479643047,1386.7838273141533,896.0843284014845,0.0
513243564,47216.61232833886,22529.548125438392,22019.64372244115,2443.5005271861446,223.91995327317272
513243564_513243573,5241.340607887541,1303.8255462292582,3492.5273534135777,444.9877082447056,0.0
513243564_513243662,9805.508540208917,7178.629583086353,2138.708176627755,363.82104194909334,124.34973854571581
513243571,32170.93688152601,9763.42948630848,9264.531985533074,10634.635213081065,2508.3401966033907
513243571_513243572,5727.2948268991895,0.0,2481.538915795274,3245.7559111039154,0.0
513243571_513243573,8184.426493466017,3976.9810960325412,3518.0389965974027,689.4064008360729,0.0
513243572,39846.87776889855,17523.9720807673,10942.600339157274,10861.899390228638,518.4059587453376
513243572_513243574,14432.144417353207,12749.646973217139,1421.4872627565637,261.0101813795045,0.0
513243572_513243581,1392.2131509939209,1012.1241951212287,68.59819649532437,311.4907593773678,0.0
513243572_513243581_513243583,244.04747514706105,0.0,0.0,244.04747514706105,0.0
513243573,51175.943468492726,28747.608984051985,17979.666935689864,4050.720664567547,397.94688418332953
513243573_513243574,9389.17181700794,8212.046102615073,1177.125714392867,0.0,0.0
513243573_513243574_513243671_513243672,1986.6021234444343,1986.6021234444343,0.0,0.0,0.0
513243573_513243662_513243671,436.43737533921376,436.43737533921376,0.0,0.0,0.0
513243573_513243671,4687.580467486288,3972.461555721704,497.06391656957567,218.05499519500881,0.0
513243574,27484.389534505543,12236.557250760241,13583.392532616952,1603.0602332518065,61.379517876543105
513243574_513243583,6743.8357168577895,6743.8357168577895,0.0,0.0,0.0
513243574_513243672,8363.158151965798,8363.158151965798,0.0,0.0,0.0
513243581,46517.84263330292,14420.799463710282,16339.817809537446,14498.75247305281,1258.4728870023828
513243581_513243582,5858.565076152328,3361.0005887299776,969.2885651476681,1528.2759222746827,0.0
513243581_513243582_513243584,816.9091647295281,0.0,0.0,816.9091647295281,0.0
513243581_513243583,1888.9714248187374,0.0,1000.4737573431339,888.4976674756035,0.0
513243582,38281.33720002756,9406.910338046728,8163.266913953791,18430.4020444111,2280.757903615944
513243582_513243584,5500.959421034611,3868.1788941600244,0.0,1632.780526874587,0.0
513243582_513243591,1575.1525724570965,586.3575112049002,0.0,988.7950612521963,0.0
513243583,39332.66819082678,20328.040288643344,8892.994004136726,9964.851767907756,146.78213013894856
513243583_513243584,3296.6159806519863,3296.6159806519863,0.0,0.0,0.0
513243583_513243681,8581.575148922973,5288.714742721058,1528.4154361046385,1764.4449700972764,0.0
513243584,35563.61633614385,12373.37038954813,4846.4873879865045,18072.514659812834,271.2438987963833
513243584_513243593,1664.109027270868,0.0,491.7363058376941,1172.3727214331739,0.0
513243584_513243593_513243691,194.63176892139018,0.0,0.0,194.63176892139018,0.0
513243584_513243682,4958.637409722665,2185.276766045019,410.9821767420508,2296.694446476875,65.68402045872062
513243634_513243641_513243642_513243643_513243644_513243651_513243653_513243732,33991.40040613621,33991.40040613621,0.0,0.0,0.0
513243634_513243643,4077.7384301051497,3452.611362485215,0.0,625.1270676199347,0.0
513243634_513243741,473.05988612398505,0.0,0.0,473.05988612398505,0.0
513243641,33938.33943244099,9558.67593135545,6232.681019490352,17096.38778711346,1050.594694481726
513243641_513243642,4393.993706288282,2985.1712949927896,429.4067095341161,979.4157017613761,0.0
513243641_513243642_513243643_513243644,10445.528837079008,10445.528837079008,0.0,0.0,0.0
513243641_513243643,1763.5748529490083,0.0,685.6552918730304,1058.1746473135427,19.744913762435317
513243642,32089.355024394463,3867.5936643138994,8030.0841262584145,19200.26648332257,991.4107504995773
513243642_513243644,3572.532269512594,0.0,2783.8087435622,788.7235259503941,0.0
513243642_513243651,1137.2715758221457,0.0,936.8086070824647,200.46296873968095,0.0
513243643,34130.2277544915,11431.791061674638,15318.81780566517,7254.947948440513,124.67093871117686
513243643_513243644,4033.3274002285907,0.0,4033.3274002285907,0.0,0.0
513243643_513243644_513243741,769.4040867332369,0.0,769.4040867332369,0.0,0.0
513243643_513243741,5344.160976051935,3786.3115383350523,1557.8494377168827,0.0,0.0
513243643_513243741_513243742,4186.253123732866,4186.253123732866,0.0,0.0,0.0
513243644,62755.8106307548,29914.561246744124,25097.647851458983,7699.048574357061,44.55295819463208
513243644_513243651,760.4883445147425,0.0,760.4883445147425,0.0,0.0
513243644_513243653,7937.330510283878,5025.392776157241,1171.7501506773397,1740.1875834492967,0.0
513243644_513243653_513243742_513243751,116.16230638604611,0.0,0.0,116.16230638604611,0.0
513243644_513243741_513243742,1133.6592997056432,0.0,1133.6592997056432,0.0,0.0
513243644_513243742,6691.299324080523,2049.4329677525093,2800.5572792364983,1841.309077091515,0.0
513243651,54135.70867631651,18027.96826515824,28634.67111826148,7382.53762648406,90.53166641274754
513243651_513243652,7454.099930674769,4019.3266896381974,3129.832097050734,304.9411439858377,0.0
513243651_513243652_513243653_513243654,4749.039101107046,4749.039101107046,0.0,0.0,0.0
513243651_513243653,6715.459876129909,2724.394414636763,2936.392748494189,1054.6720250374638,0.0006879614935542122
513243652,59091.22623753168,22808.21028835391,25131.84339812047,10462.210935254814,688.9616158024874
513243652_513243654,3622.131278097164,0.0,3447.3884446383454,174.7428334588185,0.0
513243652_513243654_513243663,490.43056460656226,490.43056460656226,0.0,0.0,0.0
513243652_513243661,4401.327589526241,0.0,4401.327589526241,0.0,0.0
513243653,48949.17897706163,5767.873203175963,33879.295188386204,9302.009806141636,0.0007793578276960034
513243653_513243654,3449.172125894169,389.51256112148985,2782.23605961306,277.4235051596188,0.0
513243653_513243654_513243751_513243752,790.9758486198552,0.0,0.0,790.9758486198552,0.0
513243653_513243751,4958.434047571616,1821.2841177205555,2097.3539564737584,1039.7959733773023,0.0
513243654,56901.15326500355,20024.21532970923,28163.09890958444,8713.83902570988,0.0
513243654_513243663,8433.762770828092,5765.169697218575,2668.593073609518,0.0,0.0
513243654_513243663_513243752,214.33823776617646,0.0,214.33823776617646,0.0,0.0
513243654_513243752,8574.972697255813,3441.6608599626925,4167.982215188589,937.6698490083218,27.659773096209392
513243661,65917.0743688154,28887.87816904206,31727.114461394536,5168.479455200926,133.60228317789733
513243661_513243662,8783.14318434475,3268.6744180992246,5514.468766245525,0.0,0.0
513243661_513243663,6400.750864713802,1940.0620837640017,4460.6887809498,0.0,0.0
513243662,62047.33568761869,33594.82234150916,23863.914241492734,4556.85445317626,31.744651440531015
513243662_513243663_513243664,1020.4128480814397,0.0,1020.4128480814397,0.0,0.0
513243662_513243664,4771.338158061029,1632.0052388459444,2548.636466788361,590.6964524267241,0.0
513243662_513243671,16409.19399098582,15498.924149367915,910.2698416179046,0.0,0.0
513243663,53508.81686577886,26649.062177555083,21397.78659432284,5461.968093900941,0.0
513243663_513243664,14293.809094963595,10750.68178708665,3543.1273078769445,0.0,0.0
513243663_513243664_513243762,2742.4203604925424,2742.4203604925424,0.0,0.0,0.0
513243663_513243752_513243761,195.46318598277867,0.0,195.46318598277867,0.0,0.0
513243663_513243761,4959.369743881834,2455.4469755231403,1829.2030845848785,674.7196837738156,0.0
513243664,62100.111376013694,19692.477174988027,32830.58329532975,9577.050905695913,0.0
513243664_513243671,1015.1417969036847,1015.1417969036847,0.0,0.0,0.0
513243664_513243673,8088.777813174762,7196.079647424631,892.698165750131,0.0,0.0
513243664_513243762,3619.595974173397,0.0,3091.0115188797936,528.5844552936032,0.0
513243671,54958.05238420137,37237.13767108312,16016.639616695844,1695.3553065271117,8.91978989529889
513243671_513243672,1792.1615961180069,1792.1615961180069,0.0,0.0,0.0
513243671_513243672_513243673,554.6954502612352,0.0,554.6954502612352,0.0,0.0
513243671_513243673,15526.198101876827,14563.181489576644,963.0166123001836,0.0,0.0
513243672,44994.021747876526,41131.643781477294,2812.004946900681,937.8789440298424,112.49407546871225
513243672_513243674,3154.6341472896747,3154.6341472896747,0.0,0.0,0.0
513243672_513243681,3954.814878578203,2835.4862292547696,1119.3286493234336,0.0,0.0
513243673,58113.147178009385,31402.300468724832,22597.9314441334,4112.915265151154,0.0
513243673_513243674,8456.28527853117,7566.214135525195,890.0711430059746,0.0,0.0
513243673_513243771,5162.453263916657,4694.817702708766,467.63556120789144,0.0,0.0
513243674,49517.46710133471,41309.78968769513,6298.623152164626,1853.6113021492201,55.44295932573732
513243674_513243683,2396.6599535426903,1554.3652191829715,642.0180537179112,200.27668064180762,0.0
513243674_513243683_513243772,881.3460635989904,0.0,881.3460635989904,0.0,0.0
513243674_513243772,11378.650404191332,10584.35129935398,478.04018704465125,316.25891779270023,0.0
513243681,68112.89434605114,23904.506724259,15040.720475778566,29147.95691842794,19.71022758563049
513243681_513243682,6110.8282541196095,60.27979243930895,3911.40932703577,2139.1391346445307,0.0
513243681_513243683,9679.255978258676,7639.544259947143,795.8641566215083,1243.847561690025,0.0
513243682,57936.408633567684,20900.888983302983,11730.826440452714,25098.708600347338,205.9846094646491
513243682_513243684,7507.993381377659,6425.835026959307,365.80754611082375,716.3508083075285,0.0
513243682_513243691,960.0134581234306,0.0,758.7022755518556,201.31118257157505,0.0
513243683,53109.05777531014,21958.89302089525,9194.581960824842,21770.98040866178,184.60238492826466
513243683_513243684,5098.241577774752,3896.2685316270217,0.0,1104.2595440107398,97.71350213699043
513243683_513243772_513243781,571.7857139669359,0.0,571.7857139669359,0.0,0.0
513243683_513243781,2882.75320776226,0.0,2723.3581036916003,152.91322425287217,6.481879817787558
513243684,41064.48949348365,20940.356428934254,12538.65585754544,7049.227834206984,536.2493727969704
513243684_513243693,2247.708253459423,0.0,1887.6156997969956,280.37548555090325,79.71706811152399
513243684_513243693_513243791,1641.4942034236155,1641.4942034236155,0.0,0.0,0.0
513243684_513243781,126.26315022073686,0.0,0.0,126.26315022073686,0.0
513243684_513243782,362.9758235741974,0.0,0.0,362.9758235741974,0.0
513243732_513243741,463.35294721851824,0.0,0.0,463.35294721851824,0.0
513243734_513243743,1037.084112185723,200.33742272201926,197.29350778376102,534.3714850997785,105.08169658016413
513243741,25318.1343708255,4903.086493883282,12094.620578788745,8229.249063404466,91.17823474900797
513243741_513243742,1461.7745305330318,0.0,1269.141518482269,192.63301205076277,0.0
513243741_513243743,3423.7393976914755,508.06913773540873,2538.6099357162893,377.0603242397774,0.0
513243742,69289.3863755379,19930.528160628164,31166.609225089986,18049.056774686294,143.19221513345838
513243742_513243743_513243744,6308.754829655474,6308.754829655474,0.0,0.0,0.0
513243742_513243744,5879.107140788954,2259.9831669753476,2503.3907361188903,1115.733237694716,0.0
513243742_513243744_513243751,763.743601500988,0.0,763.743601500988,0.0,0.0
513243742_513243751,9820.42929734313,6440.2890009282855,2408.8070605490066,971.3332358658372,0.0
513243743,40849.79966360324,11316.988102592062,12975.30966713576,14461.043584456205,2096.458309419213
513243743_513243744,2440.6985742753604,665.7471673040418,1625.6972908212338,149.25411615008488,0.0
513243743_513243841,3805.3560921717526,308.6838399266853,2340.730474951283,1037.2297191765683,118.71205811721592
513243744,38416.61649402254,2201.474019715097,14096.459876006207,22110.17106759458,8.51153070665896
513243744_513243753,3187.28792333859,549.179533354938,1197.4606914315373,1440.647698552115,0.0
513243744_513243841_513243842,260.353407014627,0.0,260.353407014627,0.0,0.0
