kye_code,total_area_m2,area_m2_Nat,area_m2_Pref,area_m2_Muni,area_m2_Other
513243744_513243842,6059.395413076738,3569.1225847858004,2114.6145014739595,375.65832681697793,0.0
513243744_513243842_513243851,297.53573002666235,0.0,0.0,297.53573002666235,0.0
513243751,67848.19518088074,8787.50790529279,46356.00619868653,12530.668143296294,174.01293360511772
513243751_513243752,2671.1993148326,1512.0359870821412,1159.1633277504588,0.0,0.0
513243751_513243753,5473.897667981408,482.3383970204741,3841.7306484065484,1149.8286225543852,0.0
513243752,68357.22132755865,16646.997138449544,35862.52265083814,15751.794553701926,95.9069845690392
513243752_513243753_513243754,668.0456683551893,0.0,668.0456683551893,0.0,0.0
513243752_513243754,8495.587323076732,5036.295672872569,1490.8013825747184,1968.4902676294441,0.0
513243752_513243754_513243763,115.11827113945037,0.0,115.11827113945037,0.0,0.0
513243752_513243761,2313.100251379423,0.0,1898.7548243897036,414.3454269897193,0.0
513243753,59256.609532847346,23024.89324182519,23035.91274345269,13124.092439550353,71.71110801910982
513243753_513243754,8673.342895789077,4021.2770317047834,3658.522686331713,993.543177752581,0.0
513243753_513243851,1980.6454421775416,0.0,1333.6026656338945,647.042776543647,0.0
513243753_513243851_513243852,2033.508583332412,2033.508583332412,0.0,0.0,0.0
513243754,60854.646783100645,22977.111513612792,18564.16064526257,19193.465719823696,119.90890440158546
513243754_513243763,6843.393169028452,2373.666231263429,1206.024579574354,3263.7023581906687,0.0
513243754_513243852,1898.6802531394642,0.0,277.3637054427527,1621.3165476967115,0.0
513243761,27087.34794921666,7272.390105947736,13260.108965409483,6539.607791196693,15.241086662746966
513243761_513243762,2581.2003221027553,0.0,1905.2694240426645,675.9308980600908,0.0
513243761_513243762_513243763,2650.1268054805696,2650.1268054805696,0.0,0.0,0.0
513243761_513243763,8350.353005270415,7442.238741398731,908.1142638716847,0.0,0.0
513243762,73630.56115060241,32411.210683190147,26201.527483061654,14983.00667576096,34.81630858965218
513243762_513243764,11593.318531711353,11171.10492591816,213.97429728507996,208.23930850811303,0.0
513243762_513243771,6027.1147424140945,3095.8504920080304,1981.3554460573941,949.90880434867,0.0
513243763,28566.85620633472,18121.911178283626,7479.13102834922,2965.8139997018734,0.0
513243763_513243764,6472.88274937823,6472.88274937823,0.0,0.0,0.0
513243763_513243764_513243861_513243862,4837.679134178441,4837.679134178441,0.0,0.0,0.0
513243763_513243861,6292.149776330239,5464.303261002547,0.0,827.846515327692,0.0
513243764,39688.862974290765,30531.870830592496,8922.799025415443,234.19311828282662,0.0
513243764_513243771_513243773,430.4799290113151,0.0,430.4799290113151,0.0,0.0
513243764_513243773,6283.479743645992,2319.394217789173,3964.085525856819,0.0,0.0
513243764_513243862,4737.520806850633,4737.520806850633,0.0,0.0,0.0
513243771,74658.54338873329,25482.2859157864,41410.684910006355,7746.034469321021,19.538093619514257
513243771_513243772,3595.343755517641,1492.564623531906,1480.4084265381098,622.3707054476254,0.0
513243771_513243772_513243773,232.88255902193487,0.0,232.88255902193487,0.0,0.0
513243771_513243773,4123.191674249916,1010.5087272003293,1845.430371564551,1267.2525754850358,0.0
513243772,73325.24802546039,34379.998191475184,28181.512804693455,10693.127935198663,70.60909409308806
513243772_513243774,9073.961006884696,7608.97862606612,1238.6163505278528,226.36603029072285,0.0
513243772_513243774_513243783,2653.3100296235643,2653.3100296235643,0.0,0.0,0.0
513243772_513243781,5254.998446107784,4254.22568798525,0.0,1000.7727581225336,0.0
513243773,52519.32834302157,28330.76037824154,23057.455218079907,1127.1492170295678,3.9635296705528162
513243773_513243774,6593.165725828148,3556.2293411474675,3036.936384680681,0.0,0.0
513243773_513243871,9581.879733205307,8713.60145296948,868.278280235827,0.0,0.0
513243774,47343.57362980916,28145.39252458189,14135.579669989937,4800.092835470103,262.5085997672286
513243774_513243783,1905.9412342924625,1905.9412342924625,0.0,0.0,0.0
513243774_513243872,16184.985369205024,14867.585786104832,736.0360725866631,581.3635105135296,0.0
513243783_513243881,2020.8185895993374,0.0,1644.0781537177972,376.7404358815402,0.0
513243784_513243882,1045.6236267336644,0.0,760.6344260722399,284.98920066142455,0.0
513243832_513243841,597.8414706568001,0.0,211.88452440546826,385.95694625133183,0.0
513243834_513243843,301.46611721627414,0.0,0.0,251.59638564521447,49.869731571059674
513243841,25667.063388680624,5189.905516761486,7546.503542910487,11606.072942699586,1324.581386309068
513243841_513243842,1551.2466708173743,0.0,1244.3615568516543,286.7378583177924,20.147255647927523
513243841_513243842_513243843_513243844,749.0815034036787,0.0,749.0815034036787,0.0,0.0
513243841_513243843,3848.066506241792,1690.078352564824,1195.550075232226,919.8990436822642,42.53903476247797
513243842,13534.432629779,1737.5664062436135,5821.670795382612,5843.213090136562,131.98233801621245
513243842_513243844,6554.041381655523,4260.150258646812,1772.4999509805639,521.3911720281467,0.0
513243842_513243844_513243851_513243853,9940.26458519511,9940.26458519511,0.0,0.0,0.0
513243842_513243851,1490.6028326908418,0.0,260.63782216305844,1229.9650105277833,0.0
513243843,19950.661473181037,5299.832879213995,1101.2800244508253,13345.369103483328,204.17946603288874
513243844,12608.753003286494,3127.5416272992734,4909.922119229159,4257.855757467629,313.43349929043325
513243844_513243853,464.5250266632065,0.0,279.2168072247878,185.30821943841875,0.0
513243844_513243853_513243942,554.2810230543837,0.0,554.2810230543837,0.0,0.0
513243844_513243942,626.6102000566316,0.0,511.14283658686327,115.46736346976832,0.0
513243852_513243861,533.6721569877118,0.0,0.0,533.6721569877118,0.0
513243853_513243951,352.5561714367941,0.0,0.0,352.5561714367941,0.0
513243854_513243863,2867.213821945479,1864.81977261696,535.0969255114906,467.2971238170285,0.0
513243854_513243863_513243952_513243961,1261.6780321579427,1261.6780321579427,0.0,0.0,0.0
513243854_513243952,2051.9939174298197,1660.3111672960222,0.0,391.6827501337975,0.0
513243861,27197.8840532802,16235.122244730766,7054.773204532306,3907.988604017126,0.0
513243861_513243862,4835.8024344918085,4835.8024344918085,0.0,0.0,0.0
513243861_513243863,5022.106109808141,3776.0286424653023,1246.0774673428386,0.0,0.0
513243862,11021.659552136218,6532.178201916569,4248.590926801742,225.6394362578867,15.250987160019577
513243862_513243864,9934.292861520908,7709.377327623441,2052.9831795962527,171.93235430121422,0.0
513243862_513243871,12843.26367863972,12843.26367863972,0.0,0.0,0.0
513243863,30279.728021173156,8300.194808489527,14506.589824709896,7472.9433879737335,0.0
513243863_513243864,4436.105945557123,4436.105945557123,0.0,0.0,0.0
513243863_513243864_513243962,882.2199986118358,882.2199986118358,0.0,0.0,0.0
513243863_513243961,4835.70079022483,0.0,2786.086423055269,2049.614367169561,0.0
513243863_513243961_513243962,2290.945563007146,2290.945563007146,0.0,0.0,0.0
513243864,46250.948246998116,28038.341281265617,13398.753273718383,4535.751040345407,278.1026516687125
513243864_513243873,7259.160151322314,3220.3209054162726,2553.8695708047308,1443.5753012080386,41.39437389327213
513243864_513243962,4922.770107744422,4779.24977508669,0.0,90.09459056612104,53.42574209161103
513243871,25194.93134353371,14286.87247814238,8676.218611071388,2231.840254319941,0.0
513243871_513243872,6161.316959257239,4049.802769346512,2012.3558958491867,99.1582940615408,0.0
513243871_513243873,11198.627518010559,10355.117130080936,843.5103879296221,0.0,0.0
513243872,61791.91176845894,36865.78087807606,17232.748116954976,7056.358101458427,637.0246719694696
513243872_513243874,6299.185947774575,5487.959208863598,0.0,811.2267389109766,0.0
513243872_513243874_513243881,932.1470850193,932.1470850193,0.0,0.0,0.0
513243872_513243881,2541.477393018471,0.0,1948.13259137969,593.3448016387811,0.0
513243873,65683.3790692659,14608.563548153965,28809.626631321138,21917.60076438915,347.5881254016422
513243873_513243874,230.81376246269792,0.0,230.81376246269792,0.0,0.0
513243873_513243962_513243971,300.961682330817,0.0,300.961682330817,0.0,0.0
513243873_513243971,5979.759766070845,896.8981657959521,3655.1890428849474,1410.53477005905,17.137787330895662
513243873_513243972,305.421535422327,0.0,0.0,305.421535422327,0.0
513243874,21678.032527311123,6069.207776998099,6234.825094805812,8429.507186748611,944.4924687586026
513243874_513243883,1118.5058579635543,241.2837604474771,749.1751992061618,112.7391207587902,15.307777551125042
513243874_513243883_513243981,136.78473543048312,0.0,0.0,136.78473543048312,0.0
513243874_513243972,3088.0061349080643,1680.0823114601662,453.4481055177748,811.4929690761492,142.98274885397404
513243881,42361.760204950544,5907.986226133529,30043.656575760455,6096.966138455756,313.151264600805
513243881_513243882,3912.9805712308735,0.0,2737.229169761762,1175.7514014691114,0.0
513243881_513243882_513243883_513243884,118.21333702120319,0.0,0.0,118.21333702120319,0.0
513243881_513243882_513243884,146.14278355939314,0.0,0.0,146.14278355939314,0.0
513243881_513243883,6024.525185523025,5109.780404688663,358.26608007113646,556.4787007632258,0.0
513243882,18331.01190952801,5893.545285708712,5028.337467520065,6640.824667217494,768.30448908174
513243882_513243884,398.360794108361,0.0,375.85115060582757,0.0,22.509643502533436
513243882_513243891,408.73204591101967,369.7702137210872,0.0,38.961832189932466,0.0
513243883,6654.378816049557,2843.4835008293157,1391.9044442715676,2043.8898910613077,375.1009798873658
513243883_513243884,4380.125291864446,3743.0170714199194,637.1082204445265,0.0,0.0
513243883_513243884_513243981_513243982,158.31935000000522,0.0,158.31935000000522,0.0,0.0
513243883_513243981,1792.1483283561029,531.9748578702274,289.1117294486612,936.9554119309541,34.10632910626009
513243884,13830.911780111866,4298.677588971041,2767.1077888847867,6552.672350512429,212.45405174361076
513243884_513243982,668.5965377680841,0.0,95.58588635642081,573.0106514116633,0.0
513243944_513243953,627.4191238157218,0.0,505.4766522621503,121.94247155357152,0.0
513243951,21860.263477278455,12889.77017611131,6089.799959080898,2321.7779111181226,558.9154309681269
513243951_513243952,4912.295042962534,4319.110206914833,593.1848360477015,0.0,0.0
513243951_513243952_513243953,374.93384390394203,374.93384390394203,0.0,0.0,0.0
513243951_513243952_513243954,2443.244170560618,1503.0972558824578,940.1469146781601,0.0,0.0
513243951_513243953,5085.520260006986,5085.520260006986,0.0,0.0,0.0
513243952,31396.777261813273,7278.651917057927,10136.834546502942,13767.869388554842,213.42140969756292
513243952_513243954,2058.9645942663774,0.0,1481.4011277910322,577.5634664753452,0.0
513243952_513243961,5158.556104836085,3204.556588290725,1563.555442325247,390.44407422011324,0.0
513243952_513243963,377.2823638319969,0.0,377.2823638319969,0.0,0.0
513243953,19726.962796781994,7043.402592904193,7357.233525330841,4984.268550581415,342.0581279655453
513243953_513243954,3389.3703376210324,1750.2743019072223,1391.0729107898806,248.02312492392957,0.0
513243953_513243954_513253051,174.4455069230171,0.0,174.4455069230171,0.0,0.0
513243953_513253051,1629.5676514690276,901.4633355075493,728.1043159614783,0.0,0.0
513243954,23961.338369773002,6103.9046681086475,9853.44442763373,7733.98916699324,270.0001070373837
513243954_513243963,3383.0454460047185,0.0,2657.4655059725046,725.5799400322139,0.0
513243954_513253052,906.0087696914561,0.0,639.5646768719889,266.4440928194672,0.0
513243961,60952.49262740649,19975.4193548591,26023.690973579767,14701.768838827787,251.61346013983712
513243961_513243962,3030.5165915039834,0.0,763.2971435575746,2267.2194479464088,0.0
513243961_513243963,5295.4584838710725,1596.9747728183866,1694.2139545334503,2004.2697565192357,0.0
513243961_513243963_513243964,380.7049790918827,0.0,0.0,380.7049790918827,0.0
513243962,31165.297041592188,6100.9305163546815,17750.962636040873,7249.5365041095065,63.86738508712733
513243962_513243964,7047.13066114395,4306.534827720869,1834.4837756897323,906.1120577333495,0.0
513243962_513243971,15510.144980368597,15169.394609128518,340.7503712400794,0.0,0.0
513243963,58427.95196133875,11195.764705775771,25345.49515130883,21618.406648008153,268.2854562459979
513243963_513243964,3252.718733366113,1370.0737049914896,876.4691291516647,1006.1758992229588,0.0
513243963_513253061,6704.139826250263,3012.2947872653604,2659.014012995176,1032.8310259897262,0.0
513243964,36226.64454558544,7233.279345772695,17275.299769511737,11548.313105750596,169.7523245504126
513243964_513253062,2597.5271099374513,0.0,2319.5484378204565,277.97867211699486,0.0
513243971,49137.05690595761,14934.61956670352,13765.639441585052,19084.71581456017,1352.082083108864
513243971_513243972,5241.0709468922,3545.327317180112,1070.4158810469671,580.519227751065,44.80852091405541
513243971_513243972_513243973_513243974,271.30179861327633,0.0,271.30179861327633,0.0,0.0
513243971_513243973,7198.996810437769,5571.882319908065,925.6905658766627,637.0592985210897,64.36462613195181
513243972,42935.99524826907,10669.830596918124,11311.828797096372,19780.983652329112,1173.3522019254597
513243972_513243974,4768.246161050492,0.0,3295.783532324247,1446.7414972340723,25.7211314921733
513243972_513243974_513243983,192.28216182789765,0.0,0.0,192.28216182789765,0.0
513243972_513243981,4650.009916395356,466.32205356581835,2516.75952554174,1578.1220050628763,88.80633222492179
513243973,45211.55559271478,27538.07456763205,11168.24357590577,4930.696107369324,1574.541341807635
513243973_513243974,2587.1528022028506,1378.4961464358494,0.0,1057.5561565961689,151.10049917083234
513243973_513243974_513253071,961.213401343397,961.213401343397,0.0,0.0,0.0
513243973_513253071,2955.2815770870075,2955.2815770870075,0.0,0.0,0.0
513243974,19869.24146152199,4264.22352008505,5187.9568454045,9813.337521424324,603.723574608118
513243974_513243981_513243983,303.0729742956901,0.0,303.0729742956901,0.0,0.0
513243974_513243983,1805.9379837869492,1195.3604089119472,155.66215200620354,371.71448451513425,83.20093835366424
513243974_513243983_513253072,135.24662284948863,0.0,135.24662284948863,0.0,0.0
513243974_513253072,1201.5598833977456,1201.5598833977456,0.0,0.0,0.0
513243981,30241.686287118708,2405.7151995357344,6805.183734526676,17446.277424876083,3584.509928180214
513243981_513243982,2292.842317067225,0.0,966.7769259516426,1326.0653911155823,0.0
513243981_513243983,1266.422178553954,0.0,314.7724298090834,799.89181347269,151.75793527218048
513243981_513243983_513243984,506.5592297120602,0.0,506.5592297120602,0.0,0.0
513243981_513243984,501.96060660795774,0.0,501.96060660795774,0.0,0.0
513243982,19293.856250372723,1967.0407835146616,7605.7724293149095,9062.855171833457,658.1878657096968
513243982_513243984,3670.6654188179964,1705.3243602824805,1823.0604052252456,138.45094505490852,3.8297082553617656
513243983,24545.094508564653,1710.4049660376786,4456.09174815808,15451.36323719582,2927.234557173073
513243983_513243984,3311.009141189861,1143.1024218620878,927.9254631994991,1239.9812561282743,0.0
513243983_513253081,2255.37411965074,1025.4266610606574,1098.3603610884675,131.58709750161506,0.0
513243984,21886.00482496072,6545.676773971572,7860.392208251687,7446.911772193642,33.02407054381911
513243984_513253082,794.4074871823541,0.0,794.4074871823541,0.0,0.0
