linkid,youryou,mae,usiro,bunki,bunki_count,koutuuryou01_up,koutuuryou01_down,koutuuryou02_up,koutuuryou02_down,koutuuryou03_up,koutuuryou03_down,koutuuryou04_up,koutuuryou04_down,koutuuryou05_up,koutuuryou05_down,koutuuryou06_up,koutuuryou06_down,koutuuryou07_up,koutuuryou07_down,koutuuryou08_up,koutuuryou08_down,koutuuryou09_up,koutuuryou09_down,koutuuryou10_up,koutuuryou10_down,koutuuryou11_up,koutuuryou11_down,koutuuryou12_up,koutuuryou12_down,koutuuryou13_up,koutuuryou13_down,koutuuryou14_up,koutuuryou14_down,koutuuryou15_up,koutuuryou15_down,koutuuryou16_up,koutuuryou16_down,koutuuryou17_up,koutuuryou17_down,koutuuryou18_up,koutuuryou18_down,koutuuryou19_up,koutuuryou19_down,koutuuryou20_up,koutuuryou20_down,koutuuryou21_up,koutuuryou21_down,koutuuryou22_up,koutuuryou22_down,koutuuryou23_up,koutuuryou23_down,koutuuryou24_up,koutuuryou24_down,R00_up,R00_down,R01_up,R01_down,R02_up,R02_down,R03_up,R03_down,R04_up,R04_down,R05_up,R05_down,R06_up,R06_down,R07_up,R07_down,R08_up,R08_down,R09_up,R09_down,R10_up,R10_down,R11_up,R11_down,R12_up,R12_down,R13_up,R13_down,R14_up,R14_down,R15_up,R15_down,R16_up,R16_down,R17_up,R17_down,R18_up,R18_down,R19_up,R19_down,R20_up,R20_down,R21_up,R21_down,R22_up,R22_down,R23_up,R23_down
2699,3500,2695,2705,2690;2704,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2500,361,7,,0,27,27,28,28,20,20,21,21,25,25,27,27,74,74,1049,1049,1182,1182,1170,1170,1126,1126,1056,1056,970,970,1022,1022,982,982,1052,1052,1066,1066,1112,1112,1010,1010,210,210,134,134,91,91,66,66,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3000,547,260,,0,54,54,56,56,39,39,42,42,50,50,54,54,149,149,956,956,1147,1147,1075,1075,1033,1033,954,954,866,866,918,918,901,901,917,917,943,943,993,993,901,901,419,419,269,269,182,182,132,132,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,3500,2689,3254,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,1500,3201,2677,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,3000,2709,2692,2698;2707,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,1600,2708,3199,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,3000,2699,2712,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,2500,2708,2699,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,2000,2667,3242,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,4000,2702,3254,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,3000,2717,2705,2703;2715,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,2500,3218,2702,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2500,287,392,542;279,2,54,54,56,56,39,39,42,42,50,50,54,54,149,149,956,956,1147,1147,1075,1075,1033,1033,954,954,866,866,918,918,901,901,917,917,943,943,993,993,901,901,419,419,269,269,182,182,132,132,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,2000,2711,2694,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,2000,2710,2713,3241;2734,2,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,3500,3253,2722,2704;2716,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,1200,3240,2711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,3000,3256,2694,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,3000,2725,2708,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,2500,2727,2712,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,2500,5938,2708,,0,67,67,70,70,49,49,53,53,62,62,67,67,186,186,910,910,1134,1134,1023,1023,977,977,900,900,812,812,861,861,864,864,851,851,886,886,939,939,854,854,524,524,336,336,227,227,165,165,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,1600,3238,3236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,1200,2683,3238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,3000,568,457,,0,38,38,40,40,28,28,30,30,35,35,38,38,106,106,1010,1010,1173,1173,1121,1121,1069,1069,1008,1008,921,921,970,970,952,952,997,997,1020,1020,1069,1069,975,975,299,299,192,192,130,130,94,94,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,3000,3218,2727,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,1200,3240,2723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,3000,2712,2725,2728,1,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,1200,2730,2721,3237;2748,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,1600,2732,3216,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,4000,2737,2722,2715;2736,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,1200,3236,2733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,3500,2735,2720,2716;2750,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,4400,2722,2739,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,1500,3214,2732,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,3000,268,278,548;301,2,38,38,40,40,28,28,30,30,35,35,38,38,106,106,1010,1010,1173,1173,1121,1121,1069,1069,1008,1008,921,921,970,970,952,952,997,997,1020,1020,1069,1069,975,975,299,299,192,192,130,130,94,94,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1200,2733,2723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,3000,13779,3264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,1138,1201,1201,1284,1284,1257,1257,1168,1168,1084,1084,1145,1145,1051,1051,1179,1179,1173,1173,1211,1211,1091,1091,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1600,2724,3211,2729;2752,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1200,2730,2743,2726;2758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1600,2711,2744,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,3000,2727,2739,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,2500,2749,2725,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,4400,5396,2725,,0,54,54,56,56,39,39,42,42,50,50,54,54,149,149,959,959,1162,1162,1055,1055,994,994,944,944,856,856,900,900,912,912,924,924,959,959,1013,1013,928,928,419,419,269,269,182,182,132,132,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,2000,3264,3256,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,3500,2746,2735,2728;2762,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2500,267,281,,0,54,54,56,56,39,39,42,42,50,50,54,54,149,149,956,956,1147,1147,1075,1075,1033,1033,954,954,866,866,918,918,901,901,917,917,943,943,993,993,901,901,419,419,269,269,182,182,132,132,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,300,3212,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,4400,3240,2678,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,3000,3256,2751,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1200,2733,3226,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,2500,2745,3243,2734;2772,2,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,1500,2753,2744,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,3000,2739,2749,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,2000,2751,13779,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1200,2760,2723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,3000,2755,2746,2736;3078,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1600,560,562,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,4000,2727,2757,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,3000,2759,2747,2742;2764,2,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,2500,2732,3210,,0,67,67,70,70,49,49,53,53,62,62,67,67,186,186,910,910,1134,1134,1023,1023,977,977,900,900,812,812,861,861,864,864,851,851,886,886,939,939,854,854,524,524,336,336,227,227,165,165,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,3500,2756,2745,3239;2787,2,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,2500,3244,2761,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,3000,2763,2749,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,3000,2753,2760,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,2000,2765,3209,2750;2810,2,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,1200,2769,2733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,2000,2751,2761,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,3500,280,233,,0,38,38,40,40,28,28,30,30,35,35,38,38,106,106,1010,1010,1173,1173,1121,1121,1069,1069,1008,1008,921,921,970,970,952,952,997,997,1020,1020,1069,1069,975,975,299,299,192,192,130,130,94,94,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1600,2748,2797,2756;2766,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,2500,2777,2759,2754;2773,2,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,1600,2739,2770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,4000,2755,5855,5399;2831,2,54,54,56,56,39,39,42,42,50,50,54,54,149,149,959,959,1162,1162,1055,1055,994,994,944,944,856,856,900,900,912,912,924,924,959,959,1013,1013,928,928,419,419,269,269,182,182,132,132,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,2000,2751,2771,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,1500,2770,2757,,0,57,57,59,59,41,41,45,45,52,52,57,57,158,158,972,972,1165,1165,1080,1080,1042,1042,958,958,879,879,914,914,920,920,926,926,950,950,1007,1007,926,926,462,462,294,294,197,197,143,143,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,3000,2769,2760,,0,67,67,70,70,49,49,53,53,62,62,67,67,186,186,910,910,1134,1134,1023,1023,977,977,900,900,812,812,861,861,864,864,851,851,886,886,939,939,854,854,524,524,336,336,227,227,165,165,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,2000,13888,2771,,0,19,19,20,20,14,14,15,15,18,18,19,19,53,53,1078,1078,1203,1203,1181,1181,1122,1122,1078,1078,992,992,1038,1038,1013,1013,1096,1096,1113,1113,1161,1161,1062,1062,150,150,96,96,65,65,47,47,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1600,3229,3228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
